film_id,titulo_pelicula,actor_id,actor_full_name,total_actores_en_pelicula,total_peliculas_del_actor,categoria_reparto,nivel_protagonismo
202,Daddy Pittsburgh,69,Kenneth Paltrow,5,21,Elenco Estándar,Actor Promedio
202,Daddy Pittsburgh,5,Johnny Lollobrigida,5,29,Elenco Estándar,Actor Promedio
202,Daddy Pittsburgh,129,Daryl Crawford,5,30,Elenco Estándar,Actor Promedio
202,Daddy Pittsburgh,127,Kevin Garland,5,33,Elenco Estándar,Actor Muy Prolífico
203,Daisy Menagerie,153,Minnie Kilmer,7,20,Elenco Estándar,Actor Promedio
203,Daisy Menagerie,39,Goldie Brody,7,28,Elenco Estándar,Actor Promedio
203,Daisy Menagerie,5,Johnny Lollobrigida,7,29,Elenco Estándar,Actor Promedio
203,Daisy Menagerie,74,Milla Keitel,7,28,Elenco Estándar,Actor Promedio
203,Daisy Menagerie,41,Jodie Degeneres,7,29,Elenco Estándar,Actor Promedio
203,Daisy Menagerie,13,Uma Wood,7,35,Elenco Estándar,Actor Muy Prolífico
203,Daisy Menagerie,52,Carmen Hunt,7,26,Elenco Estándar,Actor Promedio
204,Dalmations Sweden,37,Val Bolger,6,35,Elenco Estándar,Actor Muy Prolífico
204,Dalmations Sweden,9,Joe Swank,6,25,Elenco Estándar,Actor Promedio
204,Dalmations Sweden,25,Kevin Bloom,6,21,Elenco Estándar,Actor Promedio
204,Dalmations Sweden,125,Albert Nolte,6,31,Elenco Estándar,Actor Muy Prolífico
204,Dalmations Sweden,106,Groucho Dunst,6,35,Elenco Estándar,Actor Muy Prolífico
204,Dalmations Sweden,165,Al Garland,6,26,Elenco Estándar,Actor Promedio
205,Dances None,102,Walter Torn,5,41,Elenco Estándar,Actor Muy Prolífico
205,Dances None,79,Mae Hoffman,5,28,Elenco Estándar,Actor Promedio
205,Dances None,11,Zero Cage,5,25,Elenco Estándar,Actor Promedio
205,Dances None,8,Matthew Johansson,5,20,Elenco Estándar,Actor Promedio
205,Dances None,68,Rip Winslet,5,30,Elenco Estándar,Actor Promedio
206,Dancing Fever,94,Kenneth Torn,6,33,Elenco Estándar,Actor Muy Prolífico
206,Dancing Fever,150,Jayne Nolte,6,34,Elenco Estándar,Actor Muy Prolífico
206,Dancing Fever,103,Matthew Leigh,6,30,Elenco Estándar,Actor Promedio
206,Dancing Fever,131,Jane Jackman,6,25,Elenco Estándar,Actor Promedio
206,Dancing Fever,188,Rock Dukakis,6,30,Elenco Estándar,Actor Promedio
206,Dancing Fever,159,Laura Brody,6,26,Elenco Estándar,Actor Promedio
207,Dangerous Uptown,146,Albert Johansson,8,33,Elenco Estándar,Actor Muy Prolífico
207,Dangerous Uptown,141,Cate Harris,8,28,Elenco Estándar,Actor Promedio
207,Dangerous Uptown,87,Spencer Peck,8,21,Elenco Estándar,Actor Promedio
207,Dangerous Uptown,95,Daryl Wahlberg,8,31,Elenco Estándar,Actor Muy Prolífico
207,Dangerous Uptown,80,Ralph Cruz,8,28,Elenco Estándar,Actor Promedio
207,Dangerous Uptown,92,Kirsten Akroyd,8,34,Elenco Estándar,Actor Muy Prolífico
207,Dangerous Uptown,66,Mary Tandy,8,31,Elenco Estándar,Actor Muy Prolífico
207,Dangerous Uptown,49,Anne Cronyn,8,27,Elenco Estándar,Actor Promedio
208,Dares Pluto,19,Bob Fawcett,10,25,Elenco Grande,Actor Promedio
208,Dares Pluto,12,Karl Berry,10,31,Elenco Grande,Actor Muy Prolífico
208,Dares Pluto,63,Cameron Wray,10,19,Elenco Grande,Actor Promedio
208,Dares Pluto,130,Greta Keitel,10,27,Elenco Grande,Actor Promedio
208,Dares Pluto,120,Penelope Monroe,10,27,Elenco Grande,Actor Promedio
208,Dares Pluto,168,Will Wilson,10,31,Elenco Grande,Actor Muy Prolífico
208,Dares Pluto,186,Julia Zellweger,10,16,Elenco Grande,Actor Promedio
208,Dares Pluto,154,Meryl Gibson,10,28,Elenco Grande,Actor Promedio
208,Dares Pluto,108,Warren Nolte,10,34,Elenco Grande,Actor Muy Prolífico
208,Dares Pluto,159,Laura Brody,10,26,Elenco Grande,Actor Promedio
209,Darkness War,107,Gina Degeneres,2,42,Elenco Estándar,Actor Muy Prolífico
209,Darkness War,96,Gene Willis,2,23,Elenco Estándar,Actor Promedio
210,Darko Dorado,59,Dustin Tautou,4,27,Elenco Estándar,Actor Promedio
210,Darko Dorado,157,Greta Malden,4,32,Elenco Estándar,Actor Muy Prolífico
210,Darko Dorado,114,Morgan Mcdormand,4,25,Elenco Estándar,Actor Promedio
210,Darko Dorado,133,Richard Penn,4,30,Elenco Estándar,Actor Promedio
211,Darling Breaking,48,Frances Day-Lewis,2,26,Elenco Estándar,Actor Promedio
211,Darling Breaking,62,Jayne Neeson,2,29,Elenco Estándar,Actor Promedio
212,Darn Forrester,19,Bob Fawcett,9,25,Elenco Estándar,Actor Promedio
212,Darn Forrester,89,Charlize Dench,9,24,Elenco Estándar,Actor Promedio
212,Darn Forrester,41,Jodie Degeneres,9,29,Elenco Estándar,Actor Promedio
212,Darn Forrester,90,Sean Guiness,9,33,Elenco Estándar,Actor Muy Prolífico
212,Darn Forrester,23,Sandra Kilmer,9,37,Elenco Estándar,Actor Muy Prolífico
212,Darn Forrester,98,Chris Bridges,9,27,Elenco Estándar,Actor Promedio
212,Darn Forrester,80,Ralph Cruz,9,28,Elenco Estándar,Actor Promedio
212,Darn Forrester,128,Cate Mcqueen,9,30,Elenco Estándar,Actor Promedio
212,Darn Forrester,170,Mena Hopper,9,24,Elenco Estándar,Actor Promedio
213,Date Speed,12,Karl Berry,4,31,Elenco Estándar,Actor Muy Prolífico
213,Date Speed,57,Jude Cruise,4,30,Elenco Estándar,Actor Promedio
213,Date Speed,25,Kevin Bloom,4,21,Elenco Estándar,Actor Promedio
213,Date Speed,68,Rip Winslet,4,30,Elenco Estándar,Actor Promedio
214,Daughter Madigan,33,Milla Peck,4,24,Elenco Estándar,Actor Promedio
214,Daughter Madigan,192,John Suvari,4,29,Elenco Estándar,Actor Promedio
214,Daughter Madigan,138,Lucille Dee,4,24,Elenco Estándar,Actor Promedio
214,Daughter Madigan,136,Ed Mansfield,4,32,Elenco Estándar,Actor Muy Prolífico
215,Dawn Pond,172,Groucho Williams,6,25,Elenco Estándar,Actor Promedio
215,Dawn Pond,103,Matthew Leigh,6,30,Elenco Estándar,Actor Promedio
215,Dawn Pond,158,Vivien Basinger,6,35,Elenco Estándar,Actor Muy Prolífico
215,Dawn Pond,81,Scarlett Damon,6,36,Elenco Estándar,Actor Muy Prolífico
215,Dawn Pond,68,Rip Winslet,6,30,Elenco Estándar,Actor Promedio
215,Dawn Pond,194,Meryl Allen,6,22,Elenco Estándar,Actor Promedio
216,Day Unfaithful,199,Julia Fawcett,5,15,Elenco Estándar,Actor Promedio
216,Day Unfaithful,144,Angela Witherspoon,5,35,Elenco Estándar,Actor Muy Prolífico
216,Day Unfaithful,85,Minnie Zellweger,5,31,Elenco Estándar,Actor Muy Prolífico
216,Day Unfaithful,12,Karl Berry,5,31,Elenco Estándar,Actor Muy Prolífico
216,Day Unfaithful,86,Greg Chaplin,5,27,Elenco Estándar,Actor Promedio
217,Dazed Punk,19,Bob Fawcett,6,25,Elenco Estándar,Actor Promedio
217,Dazed Punk,83,Ben Willis,6,33,Elenco Estándar,Actor Muy Prolífico
217,Dazed Punk,7,Grace Mostel,6,30,Elenco Estándar,Actor Promedio
217,Dazed Punk,152,Ben Harris,6,23,Elenco Estándar,Actor Promedio
217,Dazed Punk,157,Greta Malden,6,32,Elenco Estándar,Actor Muy Prolífico
217,Dazed Punk,151,Geoffrey Heston,6,26,Elenco Estándar,Actor Promedio
218,Deceiver Betrayed,113,Morgan Hopkins,4,27,Elenco Estándar,Actor Promedio
218,Deceiver Betrayed,146,Albert Johansson,4,33,Elenco Estándar,Actor Muy Prolífico
218,Deceiver Betrayed,7,Grace Mostel,4,30,Elenco Estándar,Actor Promedio
218,Deceiver Betrayed,16,Fred Costner,4,27,Elenco Estándar,Actor Promedio
219,Deep Crusade,81,Scarlett Damon,7,36,Elenco Estándar,Actor Muy Prolífico
219,Deep Crusade,45,Reese Kilmer,7,32,Elenco Estándar,Actor Muy Prolífico
219,Deep Crusade,32,Tim Hackman,7,23,Elenco Estándar,Actor Promedio
219,Deep Crusade,191,Gregory Gooding,7,30,Elenco Estándar,Actor Promedio
219,Deep Crusade,134,Gene Hopkins,7,22,Elenco Estándar,Actor Promedio
219,Deep Crusade,108,Warren Nolte,7,34,Elenco Estándar,Actor Muy Prolífico
219,Deep Crusade,171,Olympia Pfeiffer,7,28,Elenco Estándar,Actor Promedio
220,Deer Virginian,107,Gina Degeneres,3,42,Elenco Estándar,Actor Muy Prolífico
220,Deer Virginian,121,Liza Bergman,3,25,Elenco Estándar,Actor Promedio
220,Deer Virginian,155,Ian Tandy,3,31,Elenco Estándar,Actor Muy Prolífico
221,Deliverance Mulholland,103,Matthew Leigh,3,30,Elenco Estándar,Actor Promedio
221,Deliverance Mulholland,184,Humphrey Garland,3,29,Elenco Estándar,Actor Promedio
221,Deliverance Mulholland,16,Fred Costner,3,27,Elenco Estándar,Actor Promedio
222,Desert Poseidon,75,Burt Posey,5,24,Elenco Estándar,Actor Promedio
222,Desert Poseidon,60,Henry Berry,5,35,Elenco Estándar,Actor Muy Prolífico
222,Desert Poseidon,39,Goldie Brody,5,28,Elenco Estándar,Actor Promedio
222,Desert Poseidon,187,Renee Ball,5,33,Elenco Estándar,Actor Muy Prolífico
222,Desert Poseidon,121,Liza Bergman,5,25,Elenco Estándar,Actor Promedio
223,Desire Alien,123,Julianne Dench,7,32,Elenco Estándar,Actor Muy Prolífico
223,Desire Alien,141,Cate Harris,7,28,Elenco Estándar,Actor Promedio
223,Desire Alien,188,Rock Dukakis,7,30,Elenco Estándar,Actor Promedio
223,Desire Alien,159,Laura Brody,7,26,Elenco Estándar,Actor Promedio
223,Desire Alien,40,Johnny Cage,7,29,Elenco Estándar,Actor Promedio
223,Desire Alien,38,Tom Mckellen,7,25,Elenco Estándar,Actor Promedio
223,Desire Alien,76,Angelina Astaire,7,31,Elenco Estándar,Actor Muy Prolífico
224,Desperate Trainspotting,77,Cary Mcconaughey,4,24,Elenco Estándar,Actor Promedio
224,Desperate Trainspotting,117,Renee Tracy,4,33,Elenco Estándar,Actor Muy Prolífico
224,Desperate Trainspotting,187,Renee Ball,4,33,Elenco Estándar,Actor Muy Prolífico
224,Desperate Trainspotting,137,Morgan Williams,4,27,Elenco Estándar,Actor Promedio
225,Destination Jerk,26,Rip Crawford,3,33,Elenco Estándar,Actor Muy Prolífico
225,Destination Jerk,7,Grace Mostel,3,30,Elenco Estándar,Actor Promedio
225,Destination Jerk,63,Cameron Wray,3,19,Elenco Estándar,Actor Promedio
226,Destiny Saturday,66,Mary Tandy,7,31,Elenco Estándar,Actor Muy Prolífico
226,Destiny Saturday,56,Dan Harris,7,28,Elenco Estándar,Actor Promedio
226,Destiny Saturday,29,Alec Wayne,7,29,Elenco Estándar,Actor Promedio
226,Destiny Saturday,23,Sandra Kilmer,7,37,Elenco Estándar,Actor Muy Prolífico
226,Destiny Saturday,25,Kevin Bloom,7,21,Elenco Estándar,Actor Promedio
226,Destiny Saturday,2,Nick Wahlberg,7,25,Elenco Estándar,Actor Promedio
226,Destiny Saturday,148,Emily Dee,7,14,Elenco Estándar,Actor Promedio
227,Details Packer,122,Salma Nolte,2,25,Elenco Estándar,Actor Promedio
227,Details Packer,70,Michelle Mcconaughey,2,23,Elenco Estándar,Actor Promedio
228,Detective Vision,94,Kenneth Torn,3,33,Elenco Estándar,Actor Muy Prolífico
228,Detective Vision,186,Julia Zellweger,3,16,Elenco Estándar,Actor Promedio
228,Detective Vision,144,Angela Witherspoon,3,35,Elenco Estándar,Actor Muy Prolífico
229,Devil Desire,139,Ewan Gooding,5,33,Elenco Estándar,Actor Muy Prolífico
229,Devil Desire,136,Ed Mansfield,5,32,Elenco Estándar,Actor Muy Prolífico
229,Devil Desire,106,Groucho Dunst,5,35,Elenco Estándar,Actor Muy Prolífico
229,Devil Desire,66,Mary Tandy,5,31,Elenco Estándar,Actor Muy Prolífico
229,Devil Desire,92,Kirsten Akroyd,5,34,Elenco Estándar,Actor Muy Prolífico
230,Diary Panic,66,Mary Tandy,4,31,Elenco Estándar,Actor Muy Prolífico
230,Diary Panic,79,Mae Hoffman,4,28,Elenco Estándar,Actor Promedio
230,Diary Panic,41,Jodie Degeneres,4,29,Elenco Estándar,Actor Promedio
230,Diary Panic,129,Daryl Crawford,4,30,Elenco Estándar,Actor Promedio
231,Dinosaur Secretary,153,Minnie Kilmer,6,20,Elenco Estándar,Actor Promedio
231,Dinosaur Secretary,120,Penelope Monroe,6,27,Elenco Estándar,Actor Promedio
231,Dinosaur Secretary,112,Russell Bacall,6,25,Elenco Estándar,Actor Promedio
231,Dinosaur Secretary,20,Lucille Tracy,6,30,Elenco Estándar,Actor Promedio
231,Dinosaur Secretary,62,Jayne Neeson,6,29,Elenco Estándar,Actor Promedio
231,Dinosaur Secretary,36,Burt Dukakis,6,29,Elenco Estándar,Actor Promedio
232,Dirty Ace,81,Scarlett Damon,5,36,Elenco Estándar,Actor Muy Prolífico
232,Dirty Ace,14,Vivien Bergen,5,30,Elenco Estándar,Actor Promedio
232,Dirty Ace,143,River Dean,5,31,Elenco Estándar,Actor Muy Prolífico
232,Dirty Ace,151,Geoffrey Heston,5,26,Elenco Estándar,Actor Promedio
232,Dirty Ace,194,Meryl Allen,5,22,Elenco Estándar,Actor Promedio
233,Disciple Mother,71,Adam Grant,7,18,Elenco Estándar,Actor Promedio
233,Disciple Mother,40,Johnny Cage,7,29,Elenco Estándar,Actor Promedio
233,Disciple Mother,47,Julia Barrymore,7,24,Elenco Estándar,Actor Promedio
233,Disciple Mother,104,Penelope Cronyn,7,31,Elenco Estándar,Actor Muy Prolífico
233,Disciple Mother,139,Ewan Gooding,7,33,Elenco Estándar,Actor Muy Prolífico
233,Disciple Mother,150,Jayne Nolte,7,34,Elenco Estándar,Actor Muy Prolífico
233,Disciple Mother,181,Matthew Carrey,7,39,Elenco Estándar,Actor Muy Prolífico
234,Disturbing Scarface,123,Julianne Dench,4,32,Elenco Estándar,Actor Muy Prolífico
234,Disturbing Scarface,190,Audrey Bailey,4,27,Elenco Estándar,Actor Promedio
234,Disturbing Scarface,88,Kenneth Pesci,4,20,Elenco Estándar,Actor Promedio
234,Disturbing Scarface,76,Angelina Astaire,4,31,Elenco Estándar,Actor Muy Prolífico
235,Divide Monster,60,Henry Berry,6,35,Elenco Estándar,Actor Muy Prolífico
235,Divide Monster,58,Christian Akroyd,6,32,Elenco Estándar,Actor Muy Prolífico
235,Divide Monster,23,Sandra Kilmer,6,37,Elenco Estándar,Actor Muy Prolífico
235,Divide Monster,61,Christian Neeson,6,25,Elenco Estándar,Actor Promedio
235,Divide Monster,177,Gene Mckellen,6,27,Elenco Estándar,Actor Promedio
235,Divide Monster,173,Alan Dreyfuss,6,27,Elenco Estándar,Actor Promedio
236,Divine Resurrection,69,Kenneth Paltrow,5,21,Elenco Estándar,Actor Promedio
236,Divine Resurrection,56,Dan Harris,5,28,Elenco Estándar,Actor Promedio
236,Divine Resurrection,17,Helen Voight,5,32,Elenco Estándar,Actor Muy Prolífico
236,Divine Resurrection,10,Christian Gable,5,22,Elenco Estándar,Actor Promedio
236,Divine Resurrection,15,Cuba Olivier,5,28,Elenco Estándar,Actor Promedio
237,Divorce Shining,72,Sean Williams,6,26,Elenco Estándar,Actor Promedio
237,Divorce Shining,61,Christian Neeson,6,25,Elenco Estándar,Actor Promedio
237,Divorce Shining,114,Morgan Mcdormand,6,25,Elenco Estándar,Actor Promedio
237,Divorce Shining,168,Will Wilson,6,31,Elenco Estándar,Actor Muy Prolífico
237,Divorce Shining,177,Gene Mckellen,6,27,Elenco Estándar,Actor Promedio
237,Divorce Shining,186,Julia Zellweger,6,16,Elenco Estándar,Actor Promedio
238,Doctor Grail,176,Jon Chase,6,29,Elenco Estándar,Actor Promedio
238,Doctor Grail,122,Salma Nolte,6,25,Elenco Estándar,Actor Promedio
238,Doctor Grail,120,Penelope Monroe,6,27,Elenco Estándar,Actor Promedio
238,Doctor Grail,128,Cate Mcqueen,6,30,Elenco Estándar,Actor Promedio
238,Doctor Grail,125,Albert Nolte,6,31,Elenco Estándar,Actor Muy Prolífico
238,Doctor Grail,84,James Pitt,6,31,Elenco Estándar,Actor Muy Prolífico
239,Dogma Family,43,Kirk Jovovich,7,26,Elenco Estándar,Actor Promedio
239,Dogma Family,60,Henry Berry,7,35,Elenco Estándar,Actor Muy Prolífico
239,Dogma Family,78,Groucho Sinatra,7,26,Elenco Estándar,Actor Promedio
239,Dogma Family,105,Sidney Crowe,7,34,Elenco Estándar,Actor Muy Prolífico
239,Dogma Family,107,Gina Degeneres,7,42,Elenco Estándar,Actor Muy Prolífico
239,Dogma Family,143,River Dean,7,31,Elenco Estándar,Actor Muy Prolífico
239,Dogma Family,163,Christopher West,7,21,Elenco Estándar,Actor Promedio
240,Dolls Rage,77,Cary Mcconaughey,1,24,Elenco Estándar,Actor Promedio
241,Donnie Alley,26,Rip Crawford,7,33,Elenco Estándar,Actor Muy Prolífico
241,Donnie Alley,59,Dustin Tautou,7,27,Elenco Estándar,Actor Promedio
241,Donnie Alley,38,Tom Mckellen,7,25,Elenco Estándar,Actor Promedio
241,Donnie Alley,14,Vivien Bergen,7,30,Elenco Estándar,Actor Promedio
241,Donnie Alley,158,Vivien Basinger,7,35,Elenco Estándar,Actor Muy Prolífico
241,Donnie Alley,106,Groucho Dunst,7,35,Elenco Estándar,Actor Muy Prolífico
241,Donnie Alley,168,Will Wilson,7,31,Elenco Estándar,Actor Muy Prolífico
242,Doom Dancing,108,Warren Nolte,8,34,Elenco Estándar,Actor Muy Prolífico
242,Doom Dancing,160,Chris Depp,8,20,Elenco Estándar,Actor Promedio
242,Doom Dancing,44,Nick Stallone,8,30,Elenco Estándar,Actor Promedio
242,Doom Dancing,82,Woody Jolie,8,31,Elenco Estándar,Actor Muy Prolífico
242,Doom Dancing,67,Jessica Bailey,8,23,Elenco Estándar,Actor Promedio
242,Doom Dancing,79,Mae Hoffman,8,28,Elenco Estándar,Actor Promedio
242,Doom Dancing,24,Cameron Streep,8,24,Elenco Estándar,Actor Promedio
242,Doom Dancing,58,Christian Akroyd,8,32,Elenco Estándar,Actor Muy Prolífico
243,Doors President,58,Christian Akroyd,9,32,Elenco Estándar,Actor Muy Prolífico
243,Doors President,20,Lucille Tracy,9,30,Elenco Estándar,Actor Promedio
243,Doors President,50,Natalie Hopkins,9,32,Elenco Estándar,Actor Muy Prolífico
243,Doors President,12,Karl Berry,9,31,Elenco Estándar,Actor Muy Prolífico
243,Doors President,145,Kim Allen,9,28,Elenco Estándar,Actor Promedio
243,Doors President,134,Gene Hopkins,9,22,Elenco Estándar,Actor Promedio
243,Doors President,109,Sylvester Dern,9,22,Elenco Estándar,Actor Promedio
243,Doors President,136,Ed Mansfield,9,32,Elenco Estándar,Actor Muy Prolífico
243,Doors President,197,Reese West,9,33,Elenco Estándar,Actor Muy Prolífico
244,Dorado Notting,34,Audrey Olivier,4,25,Elenco Estándar,Actor Promedio
244,Dorado Notting,67,Jessica Bailey,4,23,Elenco Estándar,Actor Promedio
244,Dorado Notting,96,Gene Willis,4,23,Elenco Estándar,Actor Promedio
244,Dorado Notting,156,Fay Wood,4,22,Elenco Estándar,Actor Promedio
245,Double Wrath,123,Julianne Dench,8,32,Elenco Estándar,Actor Muy Prolífico
245,Double Wrath,115,Harrison Bale,8,28,Elenco Estándar,Actor Promedio
245,Double Wrath,95,Daryl Wahlberg,8,31,Elenco Estándar,Actor Muy Prolífico
245,Double Wrath,36,Burt Dukakis,8,29,Elenco Estándar,Actor Promedio
245,Double Wrath,25,Kevin Bloom,8,21,Elenco Estándar,Actor Promedio
245,Double Wrath,77,Cary Mcconaughey,8,24,Elenco Estándar,Actor Promedio
245,Double Wrath,73,Gary Penn,8,26,Elenco Estándar,Actor Promedio
245,Double Wrath,48,Frances Day-Lewis,8,26,Elenco Estándar,Actor Promedio
246,Doubtfire Labyrinth,124,Scarlett Bening,5,26,Elenco Estándar,Actor Promedio
246,Doubtfire Labyrinth,169,Kenneth Hoffman,5,29,Elenco Estándar,Actor Promedio
246,Doubtfire Labyrinth,123,Julianne Dench,5,32,Elenco Estándar,Actor Muy Prolífico
246,Doubtfire Labyrinth,117,Renee Tracy,5,33,Elenco Estándar,Actor Muy Prolífico
246,Doubtfire Labyrinth,115,Harrison Bale,5,28,Elenco Estándar,Actor Promedio
247,Downhill Enough,129,Daryl Crawford,4,30,Elenco Estándar,Actor Promedio
247,Downhill Enough,161,Harvey Hope,4,32,Elenco Estándar,Actor Muy Prolífico
247,Downhill Enough,82,Woody Jolie,4,31,Elenco Estándar,Actor Muy Prolífico
247,Downhill Enough,83,Ben Willis,4,33,Elenco Estándar,Actor Muy Prolífico
248,Dozen Lion,50,Natalie Hopkins,6,32,Elenco Estándar,Actor Muy Prolífico
248,Dozen Lion,63,Cameron Wray,6,19,Elenco Estándar,Actor Promedio
248,Dozen Lion,159,Laura Brody,6,26,Elenco Estándar,Actor Promedio
248,Dozen Lion,142,Jada Ryder,6,31,Elenco Estándar,Actor Muy Prolífico
248,Dozen Lion,169,Kenneth Hoffman,6,29,Elenco Estándar,Actor Promedio
248,Dozen Lion,152,Ben Harris,6,23,Elenco Estándar,Actor Promedio
249,Dracula Crystal,129,Daryl Crawford,13,30,Mega Elenco,Actor Promedio
249,Dracula Crystal,137,Morgan Williams,13,27,Mega Elenco,Actor Promedio
249,Dracula Crystal,113,Morgan Hopkins,13,27,Mega Elenco,Actor Promedio
249,Dracula Crystal,155,Ian Tandy,13,31,Mega Elenco,Actor Muy Prolífico
249,Dracula Crystal,197,Reese West,13,33,Mega Elenco,Actor Muy Prolífico
249,Dracula Crystal,2,Nick Wahlberg,13,25,Mega Elenco,Actor Promedio
249,Dracula Crystal,72,Sean Williams,13,26,Mega Elenco,Actor Promedio
249,Dracula Crystal,70,Michelle Mcconaughey,13,23,Mega Elenco,Actor Promedio
249,Dracula Crystal,86,Greg Chaplin,13,27,Mega Elenco,Actor Promedio
249,Dracula Crystal,83,Ben Willis,13,33,Mega Elenco,Actor Muy Prolífico
249,Dracula Crystal,63,Cameron Wray,13,19,Mega Elenco,Actor Promedio
249,Dracula Crystal,52,Carmen Hunt,13,26,Mega Elenco,Actor Promedio
249,Dracula Crystal,41,Jodie Degeneres,13,29,Mega Elenco,Actor Promedio
250,Dragon Squad,49,Anne Cronyn,8,27,Elenco Estándar,Actor Promedio
250,Dragon Squad,87,Spencer Peck,8,21,Elenco Estándar,Actor Promedio
250,Dragon Squad,99,Jim Mostel,8,26,Elenco Estándar,Actor Promedio
250,Dragon Squad,125,Albert Nolte,8,31,Elenco Estándar,Actor Muy Prolífico
250,Dragon Squad,179,Ed Guiness,8,29,Elenco Estándar,Actor Promedio
250,Dragon Squad,100,Spencer Depp,8,24,Elenco Estándar,Actor Promedio
250,Dragon Squad,134,Gene Hopkins,8,22,Elenco Estándar,Actor Promedio
250,Dragon Squad,101,Susan Davis,8,33,Elenco Estándar,Actor Muy Prolífico
251,Dragonfly Strangers,147,Fay Winslet,3,31,Elenco Estándar,Actor Muy Prolífico
251,Dragonfly Strangers,10,Christian Gable,3,22,Elenco Estándar,Actor Promedio
251,Dragonfly Strangers,76,Angelina Astaire,3,31,Elenco Estándar,Actor Muy Prolífico
252,Dream Pickup,41,Jodie Degeneres,4,29,Elenco Estándar,Actor Promedio
252,Dream Pickup,33,Milla Peck,4,24,Elenco Estándar,Actor Promedio
252,Dream Pickup,164,Humphrey Willis,4,26,Elenco Estándar,Actor Promedio
252,Dream Pickup,176,Jon Chase,4,29,Elenco Estándar,Actor Promedio
253,Drifter Commandments,165,Al Garland,7,26,Elenco Estándar,Actor Promedio
